name,email,date,is_partner,company,role_company,donation_frecuency,suscription_status,donation_type,amount,method_pay,donation_date
Todd Tyler,todd.tyler@gmail.com,2016-01-27,0,None,None,0,0,1,100,1,2013-01-24
Ashley Thomas,ashley.thomas@gmail.com,2019-04-23,0,None,None,1,1,1,15,2,2022-05-20
Melinda Harrington,melinda.harrington@gmail.com,2022-03-10,0,None,None,0,0,1,70,1,2008-04-15
Curtis Scott,curtis.scott@gmail.com,2012-03-25,0,None,None,0,0,1,20,3,2016-07-27
Elizabeth Norman,elizabeth.norman@gmail.com,2009-10-21,1,Vodafone, CTO,1,1,4,0,3,2008-04-17
Dana Turner,dana.turner@gmail.com,2017-06-08,1,Vodafone,Employee,1,1,4,0,3,2014-08-11
Rebecca Black,rebecca.black@gmail.com,2015-02-26,0,None,None,1,1,1,50,3,2014-08-10
Brenda Walsh,brenda.walsh@gmail.com,2020-05-12,1,CaSa,Employee,0,1,1,1843,3,2018-08-20
Deborah Ramos,deborah.ramos@gmail.com,2010-07-02,1,Jonhsons, CTO,0,1,3,0,3,2012-02-07
Jack York,jack.york@gmail.com,2019-11-26,0,None,None,0,0,1,1,2,2008-08-02
Joshua Davis,joshua.davis@gmail.com,2019-06-23,0,None,None,0,0,1,50,3,2020-09-01
Alan Phillips,alan.phillips@gmail.com,2012-09-16,0,None,None,0,0,1,35,3,2017-06-11
Heidi Bell,heidi.bell@gmail.com,2016-05-19,1,Amazon, CTO,0,1,2,0,3,2007-11-12
Courtney Rogers,courtney.rogers@gmail.com,2016-04-16,0,None,None,0,0,1,1,2,2015-10-15
Kayla Stevenson,kayla.stevenson@gmail.com,2023-10-31,0,None,None,0,0,1,20,2,2014-11-16
Casey Henry,casey.henry@gmail.com,2013-01-26,0,None,None,1,1,1,50,3,2012-03-28
Patrick Murphy,patrick.murphy@gmail.com,2019-09-04,0,None,None,1,1,1,10,2,2008-06-26
Mary Sanchez,mary.sanchez@gmail.com,2021-09-21,1,Indigo, CTO,0,1,3,0,2,2011-07-03
Veronica Anderson,veronica.anderson@gmail.com,2011-10-03,1,CaSa,Employee,0,1,4,0,2,2023-04-16
Kelly Bradshaw,kelly.bradshaw@gmail.com,2016-06-03,1,Hyatt, CTO,0,1,1,1320,1,2017-03-07
David Edwards,david.edwards@gmail.com,2017-11-20,1,Nike,CEO,1,1,1,1332,3,2009-09-02
John Miller,john.miller@gmail.com,2010-05-28,1,Amazon,CEO,1,1,2,0,3,2013-10-28
Timothy Kelley,timothy.kelley@gmail.com,2017-11-06,1,Nike,CEO,1,1,1,962,1,2022-06-06
Ann Blake,ann.blake@gmail.com,2017-06-16,0,None,None,1,1,1,90,1,2020-04-21
Kristen Jackson MD,kristen jackson md.@gmail.com,2009-08-06,0,None,None,0,0,1,1,1,2017-11-06
Sarah Allen,sarah.allen@gmail.com,2008-04-13,1,Hyatt, CTO,0,1,3,0,1,2018-07-26
Jennifer Wilson,jennifer.wilson@gmail.com,2015-12-15,1,Cromax,Employee,1,1,3,0,1,2012-11-08
William Brooks,william.brooks@gmail.com,2013-10-28,1,Indigo, CTO,1,1,1,706,1,2021-12-06
Donald Martinez,donald.martinez@gmail.com,2015-04-12,0,None,None,0,0,1,1,3,2010-04-20
Sarah Wagner,sarah.wagner@gmail.com,2015-07-21,1,YCI,Employee,1,1,3,0,3,2018-01-19
Samuel Mckinney,samuel.mckinney@gmail.com,2023-02-12,1,Baxter,CEO,1,1,1,357,1,2016-11-11
Hannah Elliott,hannah.elliott@gmail.com,2013-11-19,0,None,None,0,0,1,15,2,2011-05-15
Nicole Murphy,nicole.murphy@gmail.com,2021-01-21,0,None,None,0,0,1,10,3,2017-06-14
Jason Miller,jason.miller@gmail.com,2019-03-20,0,None,None,1,1,1,70,3,2013-03-11
Richard Jones,richard.jones@gmail.com,2007-05-09,0,None,None,0,0,1,20,3,2015-04-07
Daniel Castaneda,daniel.castaneda@gmail.com,2020-05-25,0,None,None,1,1,1,20,2,2019-09-13
Timothy Chan,timothy.chan@gmail.com,2011-07-06,1,Amazon,Employee,0,1,2,0,2,2020-06-06
Kyle Clayton,kyle.clayton@gmail.com,2014-03-08,0,None,None,1,1,1,15,1,2014-08-23
Stacy Kelly,stacy.kelly@gmail.com,2017-06-14,0,None,None,0,0,1,70,3,2014-11-30
Eric Horne,eric.horne@gmail.com,2018-05-15,0,None,None,1,1,1,1,2,2010-08-09
Vincent Castillo,vincent.castillo@gmail.com,2010-02-26,1,Nike, CTO,0,1,4,0,2,2016-12-04
Judy Porter,judy.porter@gmail.com,2019-08-31,1,CBN,CEO,0,1,2,0,2,2009-04-25
Michael Alvarado,michael.alvarado@gmail.com,2008-06-01,0,None,None,1,1,1,5,3,2020-07-02
Kirk Wilson,kirk.wilson@gmail.com,2014-02-16,0,None,None,1,1,1,90,1,2009-10-04
Shawn Franklin,shawn.franklin@gmail.com,2017-08-27,0,None,None,0,0,1,5,1,2018-05-26
Mr. Jaime Knight,mr. jaime knight.@gmail.com,2011-12-29,0,None,None,1,1,1,70,1,2007-07-26
William Wright,william.wright@gmail.com,2017-12-31,1,Westin, CTO,0,1,3,0,1,2015-08-06
Ashley Bell,ashley.bell@gmail.com,2012-04-22,0,None,None,0,0,1,1,2,2009-06-14
Matthew Strickland,matthew.strickland@gmail.com,2021-12-18,0,None,None,1,1,1,70,2,2014-11-23
Timothy Fields,timothy.fields@gmail.com,2010-11-24,1,The Oberoi, CTO,1,1,1,1890,3,2012-09-13
Cody Dunn,cody.dunn@gmail.com,2022-08-24,0,None,None,1,1,1,100,2,2012-06-05
Darlene Jones,darlene.jones@gmail.com,2018-02-12,1,Hyatt,CEO,1,1,3,0,2,2021-11-27
Kayla Wilkerson,kayla.wilkerson@gmail.com,2017-10-12,1,CBN,CEO,0,1,2,0,2,2007-04-26
Christopher Martinez,christopher.martinez@gmail.com,2017-08-23,1,Pepsi,CEO,1,1,1,582,3,2018-05-25
Lisa Washington,lisa.washington@gmail.com,2018-06-11,0,None,None,0,0,1,50,3,2012-11-06
Matthew Smith,matthew.smith@gmail.com,2012-12-18,1,Indigo,Employee,0,1,3,0,3,2018-02-25
Ashley Davis,ashley.davis@gmail.com,2007-02-21,0,None,None,0,0,1,50,1,2024-01-15
Matthew Sellers,matthew.sellers@gmail.com,2013-07-27,0,None,None,1,1,1,90,2,2013-11-30
Brian Sims,brian.sims@gmail.com,2021-03-01,1,Nasscom, CTO,0,1,1,1476,1,2018-10-06
Amy Swanson,amy.swanson@gmail.com,2017-08-18,0,None,None,0,0,1,20,1,2020-02-16
Lisa Estrada,lisa.estrada@gmail.com,2022-02-12,0,None,None,1,1,1,5,3,2019-10-29
Ruben Gonzalez,ruben.gonzalez@gmail.com,2023-04-26,1,Baxter, CTO,0,1,3,0,3,2010-04-11
Jerry Jones,jerry.jones@gmail.com,2013-02-15,1,Cromax, CTO,0,1,1,394,3,2011-08-12
Eric Kirby,eric.kirby@gmail.com,2018-01-08,1,Pepsi, CTO,0,1,3,0,3,2015-04-04
Judith Woods,judith.woods@gmail.com,2010-12-31,1,YCI,CEO,1,1,3,0,3,2021-12-25
Lisa Powell,lisa.powell@gmail.com,2009-03-03,0,None,None,1,1,1,90,1,2009-11-19
Belinda Moore,belinda.moore@gmail.com,2021-07-08,0,None,None,1,1,1,35,3,2013-07-25
Micheal Travis,micheal.travis@gmail.com,2021-02-08,1,CaSa,Employee,0,1,1,1406,1,2022-11-11
Jeremy Berger,jeremy.berger@gmail.com,2019-11-18,0,None,None,0,0,1,5,2,2007-03-13
Marc Costa,marc.costa@gmail.com,2010-09-08,1,Cosco,CEO,0,1,2,0,2,2019-06-19
Cynthia Hines,cynthia.hines@gmail.com,2016-06-09,0,None,None,0,0,1,10,1,2012-02-06
Brian Garrett,brian.garrett@gmail.com,2024-03-19,1,The Oberoi,CEO,1,1,4,0,1,2018-05-13
Kayla Weeks,kayla.weeks@gmail.com,2014-01-08,0,None,None,1,1,1,1,2,2019-03-16
Nathan Smith,nathan.smith@gmail.com,2017-02-22,1,Vodafone, CTO,0,1,1,616,2,2011-02-02
Jacob Grimes,jacob.grimes@gmail.com,2015-04-10,0,None,None,0,0,1,70,1,2016-11-17
Ms. Danielle Hooper DDS,ms. danielle hooper dds.@gmail.com,2017-01-27,0,None,None,1,1,1,20,3,2017-12-14
Amy West,amy.west@gmail.com,2018-01-15,0,None,None,1,1,1,15,3,2010-08-19
Amy West,amy.west@gmail.com,2018-01-15,0,None,None,1,1,1,15,3,2010-09-19
Amy West,amy.west@gmail.com,2018-01-15,0,None,None,1,1,1,15,3,2010-10-19
Amy West,amy.west@gmail.com,2018-01-15,0,None,None,1,1,1,15,3,2010-11-19
Amy West,amy.west@gmail.com,2018-01-15,0,None,None,1,1,1,15,3,2010-12-19
Amy West,amy.west@gmail.com,2018-01-15,0,None,None,1,1,1,15,3,2011-01-19
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2017-11-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2017-12-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-01-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-02-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-03-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-04-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-05-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-06-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-07-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-08-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-09-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-10-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-11-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2018-12-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2019-01-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2019-02-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2019-03-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2019-04-09
Jesse Turner,jesse.turner@gmail.com,2008-11-12,0,None,None,1,1,1,100,3,2019-05-09
Jessica Hernandez,jessica.hernandez@gmail.com,2008-08-06,0,None,None,1,1,1,10,2,2018-06-19
Jessica Hernandez,jessica.hernandez@gmail.com,2008-08-06,0,None,None,1,1,1,10,2,2018-07-19
Jessica Hernandez,jessica.hernandez@gmail.com,2008-08-06,0,None,None,1,1,1,10,2,2018-08-19
Jessica Hernandez,jessica.hernandez@gmail.com,2008-08-06,0,None,None,1,1,1,10,2,2018-09-19
Jessica Hernandez,jessica.hernandez@gmail.com,2008-08-06,0,None,None,1,1,1,10,2,2018-10-19
Jessica Hernandez,jessica.hernandez@gmail.com,2008-08-06,0,None,None,1,1,1,10,2,2018-11-19
Jessica Hernandez,jessica.hernandez@gmail.com,2008-08-06,0,None,None,1,1,1,10,2,2018-12-19
Erin Brown,erin.brown@gmail.com,2013-08-28,0,None,None,1,1,1,35,3,2010-06-05
Erin Brown,erin.brown@gmail.com,2013-08-28,0,None,None,1,1,1,35,3,2010-07-05
Erin Brown,erin.brown@gmail.com,2013-08-28,0,None,None,1,1,1,35,3,2010-08-05
Erin Brown,erin.brown@gmail.com,2013-08-28,0,None,None,1,1,1,35,3,2010-09-05
Erin Brown,erin.brown@gmail.com,2013-08-28,0,None,None,1,1,1,35,3,2010-10-05
Erin Brown,erin.brown@gmail.com,2013-08-28,0,None,None,1,1,1,35,3,2010-11-05
Erin Brown,erin.brown@gmail.com,2013-08-28,0,None,None,1,1,1,35,3,2010-12-05
Erin Brown,erin.brown@gmail.com,2013-08-28,0,None,None,1,1,1,35,3,2011-01-05
Erin Brown,erin.brown@gmail.com,2013-08-28,0,None,None,1,1,1,35,3,2011-02-05
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2012-11-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2012-12-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-01-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-02-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-03-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-04-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-05-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-06-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-07-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-08-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-09-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-10-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-11-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2013-12-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2014-01-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2014-02-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2014-03-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2014-04-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2014-05-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2014-06-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2014-07-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2014-08-12
David White,david.white@gmail.com,2015-01-06,0,None,None,1,1,1,10,3,2014-09-12
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2018-09-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2018-10-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2018-11-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2018-12-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-01-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-02-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-03-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-04-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-05-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-06-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-07-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-08-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-09-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-10-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-11-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2019-12-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2020-01-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2020-02-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2020-03-05
Lori Freeman,lori.freeman@gmail.com,2009-08-04,0,None,None,1,1,1,20,1,2020-04-05
Kristina Davis,kristina.davis@gmail.com,2015-06-17,0,None,None,1,1,1,10,2,2008-12-11
Kristina Davis,kristina.davis@gmail.com,2015-06-17,0,None,None,1,1,1,10,2,2009-01-11
Kristina Davis,kristina.davis@gmail.com,2015-06-17,0,None,None,1,1,1,10,2,2009-02-11
Kristina Davis,kristina.davis@gmail.com,2015-06-17,0,None,None,1,1,1,10,2,2009-03-11
Kristina Davis,kristina.davis@gmail.com,2015-06-17,0,None,None,1,1,1,10,2,2009-04-11
Kristina Davis,kristina.davis@gmail.com,2015-06-17,0,None,None,1,1,1,10,2,2009-05-11
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2019-09-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2019-10-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2019-11-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2019-12-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-01-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-02-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-03-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-04-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-05-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-06-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-07-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-08-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-09-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-10-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-11-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2020-12-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2021-01-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2021-02-28
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2021-03-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2021-04-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2021-05-29
Samantha Meyer,samantha.meyer@gmail.com,2008-05-25,0,None,None,1,1,1,15,1,2021-06-29
Stephanie Burch,stephanie.burch@gmail.com,2024-01-30,0,None,None,1,1,1,15,3,2009-02-22
Stephanie Burch,stephanie.burch@gmail.com,2024-01-30,0,None,None,1,1,1,15,3,2009-03-22
Stephanie Burch,stephanie.burch@gmail.com,2024-01-30,0,None,None,1,1,1,15,3,2009-04-22
Stephanie Burch,stephanie.burch@gmail.com,2024-01-30,0,None,None,1,1,1,15,3,2009-05-22
Stephanie Burch,stephanie.burch@gmail.com,2024-01-30,0,None,None,1,1,1,15,3,2009-06-22
Stephanie Burch,stephanie.burch@gmail.com,2024-01-30,0,None,None,1,1,1,15,3,2009-07-22
Stephanie Burch,stephanie.burch@gmail.com,2024-01-30,0,None,None,1,1,1,15,3,2009-08-22
Nicole Morris,nicole.morris@gmail.com,2017-06-10,0,None,None,1,1,1,5,1,2008-05-04
Nicole Morris,nicole.morris@gmail.com,2017-06-10,0,None,None,1,1,1,5,1,2008-06-04
Nicole Morris,nicole.morris@gmail.com,2017-06-10,0,None,None,1,1,1,5,1,2008-07-04
Peter Alvarado,peter.alvarado@gmail.com,2013-12-19,0,None,None,1,1,1,35,1,2019-11-25
Peter Alvarado,peter.alvarado@gmail.com,2013-12-19,0,None,None,1,1,1,35,1,2019-12-25
Peter Alvarado,peter.alvarado@gmail.com,2013-12-19,0,None,None,1,1,1,35,1,2020-01-25
Michael Woods,michael.woods@gmail.com,2022-05-27,0,None,None,1,1,1,100,1,2021-11-25
Michael Woods,michael.woods@gmail.com,2022-05-27,0,None,None,1,1,1,100,1,2021-12-25
Michael Woods,michael.woods@gmail.com,2022-05-27,0,None,None,1,1,1,100,1,2022-01-25
Michael Woods,michael.woods@gmail.com,2022-05-27,0,None,None,1,1,1,100,1,2022-02-25
Michael Woods,michael.woods@gmail.com,2022-05-27,0,None,None,1,1,1,100,1,2022-03-25
Michael Woods,michael.woods@gmail.com,2022-05-27,0,None,None,1,1,1,100,1,2022-04-25
Michael Woods,michael.woods@gmail.com,2022-05-27,0,None,None,1,1,1,100,1,2022-05-25
Michael Woods,michael.woods@gmail.com,2022-05-27,0,None,None,1,1,1,100,1,2022-06-25
Michael Woods,michael.woods@gmail.com,2022-05-27,0,None,None,1,1,1,100,1,2022-07-25
Miguel Thomas,miguel.thomas@gmail.com,2022-06-10,0,None,None,1,1,1,50,2,2018-06-06
Miguel Thomas,miguel.thomas@gmail.com,2022-06-10,0,None,None,1,1,1,50,2,2018-07-06
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2007-04-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2007-05-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2007-06-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2007-07-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2007-08-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2007-09-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2007-10-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2007-11-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2007-12-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-01-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-02-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-03-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-04-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-05-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-06-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-07-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-08-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-09-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-10-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-11-14
Crystal Wright,crystal.wright@gmail.com,2013-04-11,0,None,None,1,1,1,1,3,2008-12-14
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2014-11-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2014-12-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-01-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-02-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-03-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-04-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-05-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-06-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-07-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-08-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-09-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-10-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-11-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2015-12-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2016-01-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2016-02-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2016-03-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2016-04-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2016-05-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2016-06-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2016-07-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2016-08-23
Carrie Olson,carrie.olson@gmail.com,2013-03-13,0,None,None,1,1,1,70,3,2016-09-23
Samantha Caldwell,samantha.caldwell@gmail.com,2009-11-19,0,None,None,1,1,1,10,1,2023-01-16
Samantha Caldwell,samantha.caldwell@gmail.com,2009-11-19,0,None,None,1,1,1,10,1,2023-02-16
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2018-06-03
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2018-07-03
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2018-08-03
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2018-09-03
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2018-10-03
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2018-11-03
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2018-12-03
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2019-01-03
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2019-02-03
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2019-03-03
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2019-04-03
Abigail Tucker,abigail.tucker@gmail.com,2007-09-29,0,None,None,1,1,1,1,1,2019-05-03
