name,email,date,is_partner,company,role_company,donation_frecuency,suscription_status,donation_type,amount,method_pay,donation_date,donation_month
Melissa Rogers,melissa.rogers@gmail.com,2017-06-26,0,Particular,Particular,1,1,1,4517.93,2,2018-12-26,12
Melissa Rogers,melissa.rogers@gmail.com,2017-06-26,0,Particular,Particular,1,1,1,4517.93,2,2019-01-26,1
Melissa Rogers,melissa.rogers@gmail.com,2017-06-26,0,Particular,Particular,1,1,1,4517.93,2,2019-02-26,2
Kristina Jones,kristina.jones@gmail.com,2018-02-19,0,Particular,Particular,1,1,1,1355.38,2,2018-02-19,2
Kristina Jones,kristina.jones@gmail.com,2018-02-19,0,Particular,Particular,1,1,1,1355.38,2,2018-03-19,3
Kristina Jones,kristina.jones@gmail.com,2018-02-19,0,Particular,Particular,1,1,1,1355.38,2,2018-04-19,4
Kristina Jones,kristina.jones@gmail.com,2018-02-19,0,Particular,Particular,1,1,1,1355.38,2,2018-05-19,5
Kristina Jones,kristina.jones@gmail.com,2018-02-19,0,Particular,Particular,1,1,1,1355.38,2,2018-06-19,6
Kristina Jones,kristina.jones@gmail.com,2018-02-19,0,Particular,Particular,1,1,1,1355.38,2,2018-07-19,7
Kristina Jones,kristina.jones@gmail.com,2018-02-19,0,Particular,Particular,1,1,1,1355.38,2,2018-08-19,8
Kristina Jones,kristina.jones@gmail.com,2018-02-19,0,Particular,Particular,1,1,1,1355.38,2,2018-09-19,9
Kristina Jones,kristina.jones@gmail.com,2018-02-19,0,Particular,Particular,1,1,1,1355.38,2,2018-10-19,10
Kristina Jones,kristina.jones@gmail.com,2018-02-19,0,Particular,Particular,1,1,1,1355.38,2,2018-11-19,11
Kristina Jones,kristina.jones@gmail.com,2018-02-19,0,Particular,Particular,1,1,1,1355.38,2,2018-12-19,12
Noah Hendricks,noah.hendricks@gmail.com,2022-05-21,0,Particular,Particular,1,1,1,3162.55,1,2022-05-21,5
Noah Hendricks,noah.hendricks@gmail.com,2022-05-21,0,Particular,Particular,1,1,1,3162.55,1,2022-06-21,6
Noah Hendricks,noah.hendricks@gmail.com,2022-05-21,0,Particular,Particular,1,1,1,3162.55,1,2022-07-21,7
Noah Hendricks,noah.hendricks@gmail.com,2022-05-21,0,Particular,Particular,1,1,1,3162.55,1,2022-08-21,8
Noah Hendricks,noah.hendricks@gmail.com,2022-05-21,0,Particular,Particular,1,1,1,3162.55,1,2022-09-21,9
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2020-06-13,6
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2020-07-13,7
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2020-08-13,8
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2020-09-13,9
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2020-10-13,10
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2020-11-13,11
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2020-12-13,12
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2021-01-13,1
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2021-02-13,2
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2021-03-13,3
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2021-04-13,4
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2021-05-13,5
Cheryl Wood,cheryl.wood@gmail.com,2020-06-13,0,Particular,Particular,1,1,1,903.59,1,2021-06-13,6
Edward Todd,edward.todd@gmail.com,2019-09-23,0,Particular,Particular,1,1,1,1355.38,2,2019-09-23,9
Edward Todd,edward.todd@gmail.com,2019-09-23,0,Particular,Particular,1,1,1,1355.38,2,2019-10-23,10
Edward Todd,edward.todd@gmail.com,2019-09-23,0,Particular,Particular,1,1,1,1355.38,2,2019-11-23,11
Edward Todd,edward.todd@gmail.com,2019-09-23,0,Particular,Particular,1,1,1,1355.38,2,2019-12-23,12
Edward Todd,edward.todd@gmail.com,2019-09-23,0,Particular,Particular,1,1,1,1355.38,2,2020-01-23,1
Edward Todd,edward.todd@gmail.com,2019-09-23,0,Particular,Particular,1,1,1,1355.38,2,2020-02-23,2
Edward Todd,edward.todd@gmail.com,2019-09-23,0,Particular,Particular,1,1,1,1355.38,2,2020-03-23,3
Edward Todd,edward.todd@gmail.com,2019-09-23,0,Particular,Particular,1,1,1,1355.38,2,2020-04-23,4
Edward Todd,edward.todd@gmail.com,2019-09-23,0,Particular,Particular,1,1,1,1355.38,2,2020-05-23,5
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2017-04-04,4
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2017-05-04,5
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2017-06-04,6
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2017-07-04,7
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2017-08-04,8
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2017-09-04,9
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2017-10-04,10
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2017-11-04,11
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2017-12-04,12
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2018-01-04,1
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2018-02-04,2
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2018-03-04,3
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2018-04-04,4
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2018-05-04,5
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2018-06-04,6
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2018-07-04,7
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2018-08-04,8
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2018-09-04,9
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2018-10-04,10
Anthony Clark,anthony.clark@gmail.com,2017-04-04,0,Particular,Particular,1,1,1,4517.93,1,2018-11-04,11
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2021-06-30,6
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2021-07-30,7
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2021-08-30,8
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2021-09-30,9
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2021-10-30,10
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2021-11-30,11
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2021-12-30,12
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-01-30,1
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-02-28,2
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-03-30,3
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-04-30,4
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-05-30,5
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-06-30,6
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-07-30,7
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-08-30,8
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-09-30,9
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-10-30,10
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-11-30,11
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2022-12-30,12
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2023-01-30,1
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2023-02-28,2
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2023-03-30,3
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2023-04-30,4
Charles Miller,charles.miller@gmail.com,2021-06-30,0,Particular,Particular,1,1,1,6325.1,2,2023-05-30,5
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2016-02-20,2
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2016-03-20,3
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2016-04-20,4
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2016-05-20,5
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2016-06-20,6
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2016-07-20,7
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2016-08-20,8
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2016-09-20,9
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2016-10-20,10
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2016-11-20,11
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2016-12-20,12
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2017-01-20,1
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2017-02-20,2
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2017-03-20,3
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2017-04-20,4
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2017-05-20,5
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2017-06-20,6
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2017-07-20,7
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2017-08-20,8
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2017-09-20,9
Sarah Johnson,sarah.johnson@gmail.com,2016-02-20,0,Particular,Particular,1,1,1,451.79,1,2017-10-20,10
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2007-05-01,5
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2007-06-01,6
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2007-07-01,7
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2007-08-01,8
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2007-09-01,9
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2007-10-01,10
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2007-11-01,11
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2007-12-01,12
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2008-01-01,1
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2008-02-01,2
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2008-03-01,3
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2008-04-01,4
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2008-05-01,5
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2008-06-01,6
Andre Landry,andre.landry@gmail.com,2007-05-01,0,Particular,Particular,1,1,1,8132.27,1,2008-07-01,7
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,Particular,Particular,1,1,1,4517.93,3,2014-09-20,9
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,Particular,Particular,1,1,1,4517.93,3,2014-10-20,10
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,Particular,Particular,1,1,1,4517.93,3,2014-11-20,11
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,Particular,Particular,1,1,1,4517.93,3,2014-12-20,12
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,Particular,Particular,1,1,1,4517.93,3,2015-01-20,1
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,Particular,Particular,1,1,1,4517.93,3,2015-02-20,2
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,Particular,Particular,1,1,1,4517.93,3,2015-03-20,3
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,Particular,Particular,1,1,1,4517.93,3,2015-04-20,4
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,Particular,Particular,1,1,1,4517.93,3,2015-05-20,5
Vincent Sampson,vincent.sampson@gmail.com,2014-09-20,0,Particular,Particular,1,1,1,4517.93,3,2015-06-20,6
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,Particular,Particular,1,1,1,451.79,1,2007-12-25,12
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,Particular,Particular,1,1,1,451.79,1,2008-01-25,1
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,Particular,Particular,1,1,1,451.79,1,2008-02-25,2
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,Particular,Particular,1,1,1,451.79,1,2008-03-25,3
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,Particular,Particular,1,1,1,451.79,1,2008-04-25,4
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,Particular,Particular,1,1,1,451.79,1,2008-05-25,5
Justin Coleman,justin.coleman@gmail.com,2007-12-25,0,Particular,Particular,1,1,1,451.79,1,2008-06-25,6
Cynthia Haynes,cynthia.haynes@gmail.com,2009-05-15,0,Particular,Particular,1,1,1,8132.27,2,2009-05-15,5
Cynthia Haynes,cynthia.haynes@gmail.com,2009-05-15,0,Particular,Particular,1,1,1,8132.27,2,2009-06-15,6
Cynthia Haynes,cynthia.haynes@gmail.com,2009-05-15,0,Particular,Particular,1,1,1,8132.27,2,2009-07-15,7
Cynthia Haynes,cynthia.haynes@gmail.com,2009-05-15,0,Particular,Particular,1,1,1,8132.27,2,2009-08-15,8
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2018-05-10,5
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2018-06-10,6
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2018-07-10,7
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2018-08-10,8
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2018-09-10,9
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2018-10-10,10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2018-11-10,11
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2018-12-10,12
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-01-10,1
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-02-10,2
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-03-10,3
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-04-10,4
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-05-10,5
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-06-10,6
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-07-10,7
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-08-10,8
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-09-10,9
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-10-10,10
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-11-10,11
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2019-12-10,12
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2020-01-10,1
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2020-02-10,2
Bill Johnston,bill.johnston@gmail.com,2018-05-10,0,Particular,Particular,1,1,1,4517.93,1,2020-03-10,3
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2008-04-28,4
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2008-05-28,5
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2008-06-28,6
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2008-07-28,7
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2008-08-28,8
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2008-09-28,9
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2008-10-28,10
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2008-11-28,11
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2008-12-28,12
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2009-01-28,1
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2009-02-28,2
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2009-03-28,3
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2009-04-28,4
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2009-05-28,5
Becky Jackson,becky.jackson@gmail.com,2008-04-28,0,Particular,Particular,1,1,1,9035.86,1,2009-06-28,6
Thomas Davis,thomas.davis@gmail.com,2007-03-09,0,Particular,Particular,1,1,1,90.36,1,2007-03-09,3
Thomas Davis,thomas.davis@gmail.com,2007-03-09,0,Particular,Particular,1,1,1,90.36,1,2007-04-09,4
Thomas Davis,thomas.davis@gmail.com,2007-03-09,0,Particular,Particular,1,1,1,90.36,1,2007-05-09,5
Thomas Davis,thomas.davis@gmail.com,2007-03-09,0,Particular,Particular,1,1,1,90.36,1,2007-06-09,6
Thomas Davis,thomas.davis@gmail.com,2007-03-09,0,Particular,Particular,1,1,1,90.36,1,2007-07-09,7
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2012-08-11,8
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2012-09-11,9
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2012-10-11,10
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2012-11-11,11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2012-12-11,12
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-01-11,1
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-02-11,2
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-03-11,3
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-04-11,4
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-05-11,5
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-06-11,6
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-07-11,7
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-08-11,8
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-09-11,9
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-10-11,10
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-11-11,11
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2013-12-11,12
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2014-01-11,1
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2014-02-11,2
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2014-03-11,3
Morgan Gallegos,morgan.gallegos@gmail.com,2012-08-11,0,Particular,Particular,1,1,1,3162.55,1,2014-04-11,4
Jennifer Martin,jennifer.martin@gmail.com,2019-06-22,0,Particular,Particular,1,1,1,451.79,2,2019-06-22,6
Jennifer Martin,jennifer.martin@gmail.com,2019-06-22,0,Particular,Particular,1,1,1,451.79,2,2019-07-22,7
Jennifer Martin,jennifer.martin@gmail.com,2019-06-22,0,Particular,Particular,1,1,1,451.79,2,2019-08-22,8
Jennifer Martin,jennifer.martin@gmail.com,2019-06-22,0,Particular,Particular,1,1,1,451.79,2,2019-09-22,9
